Case_Name,Case_ID,Start_Year,Start_Month,Inspector_ID,Solved/Unsolved,Name,Rank,Police_Station_Name,Station_ID,Case_ID,Crime location
Suicide,2022355,2022,5,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022355,
Kidnapping,2022388,2022,11,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022388,
Murder,2022404,2022,2,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022404,
Robbery,2022449,2023,3,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022449,
Robbery,2022473,2025,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022473,
Rape,2022487,2023,11,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022487,
Drink and Drive,2022491,2023,8,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022491,
Murder,2022493,2025,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022493,
Drink and Drive,2022495,2024,6,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022495,
Violence,2022509,2024,11,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022509,
Suicide,2022528,2025,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022528,
Murder,2022532,2024,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022532,
Murder,2022546,2023,5,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022546,
Murder,2022554,2025,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022554,
Robbery,2022568,2022,6,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022568,
Murder,2022573,2024,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022573,
Violence,2022585,2024,6,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022585,
Drink and Drive,2022589,2024,8,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022589,
Murder,2022607,2023,11,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022607,
Rape,2022615,2023,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022615,
Robbery,2022721,2022,11,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022721,
Drink and Drive,2022724,2023,10,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022724,
Rape,2022737,2023,9,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022737,
Drink and Drive,2022756,2023,6,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022756,
Kidnapping,2022776,2022,6,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022776,
Violence,2022778,2023,9,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022778,
Kidnapping,2022781,2024,8,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022781,
Kidnapping,2022801,2024,12,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022801,
Drink and Drive,2022802,2022,5,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022802,
Drink and Drive,2022825,2022,2,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022825,
Drink and Drive,2022836,2023,10,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022836,
Murder,2022844,2024,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022844,
Violence,2022906,2025,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022906,
Robbery,2022919,2022,8,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022919,
Violence,2022953,2022,11,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022953,
Violence,2022968,2023,2,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2022968,
Murder,2023007,2022,3,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023007,
Kidnapping,2023019,2023,5,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023019,
Suicide,2023049,2023,3,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023049,
Robbery,2023065,2022,11,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023065,
Kidnapping,2023069,2024,7,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023069,
Kidnapping,2023104,2022,4,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023104,
Robbery,2023120,2025,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023120,
Suicide,2023125,2025,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023125,
Kidnapping,2023135,2022,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023135,
Drink and Drive,2023156,2024,7,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023156,
Kidnapping,2023182,2023,6,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023182,
Rape,2023188,2023,12,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023188,
Suicide,2023280,2023,12,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023280,
Kidnapping,2023330,2025,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023330,
Violence,2023347,2025,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023347,
Drink and Drive,2023355,2024,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023355,
Murder,2023396,2023,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023396,
Kidnapping,2023397,2024,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023397,
Suicide,2023405,2022,6,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023405,
Drink and Drive,2023435,2024,5,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023435,
Murder,2023495,2022,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023495,
Violence,2023498,2022,4,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023498,
Robbery,2023503,2025,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023503,
Suicide,2023521,2022,11,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023521,
Murder,2023532,2022,5,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023532,
Suicide,2023572,2022,11,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023572,
Rape,2023603,2023,9,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023603,
Violence,2023619,2024,3,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023619,
Suicide,2023633,2025,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023633,
Murder,2023661,2024,7,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023661,
Drink and Drive,2023679,2023,10,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023679,
Robbery,2023712,2025,1,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023712,
Drink and Drive,2023716,2022,7,1028,Solved,Jitendra Patel,Inspector,Kandivali,PS010,2023716,
Violence,2023833,2024,10,1028,Unsolved,Jitendra Patel,Inspector,Kandivali,PS010,2023833,
Murder,2023861,2023,9,1028,Unsolved,Jitendra Patel,Inspector,Kandivali,PS010,2023861,
Robbery,2023864,2022,7,1028,Unsolved,Jitendra Patel,Inspector,Kandivali,PS010,2023864,
Kidnapping,2023885,2024,7,1028,Unsolved,Jitendra Patel,Inspector,Kandivali,PS010,2023885,
Kidnapping,2023910,2024,1,1028,Unsolved,Jitendra Patel,Inspector,Kandivali,PS010,2023910,
Rape,2023927,2023,3,1028,Unsolved,Jitendra Patel,Inspector,Kandivali,PS010,2023927,
Violence,2023942,2022,5,1028,Unsolved,Jitendra Patel,Inspector,Kandivali,PS010,2023942,
Violence,2023983,2024,12,1028,Unsolved,Jitendra Patel,Inspector,Kandivali,PS010,2023983,
Kidnapping,2022028,2024,3,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022028,
Kidnapping,2022102,2022,2,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022102,
Drink and Drive,2022108,2022,11,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022108,
Rape,2022109,2023,3,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022109,
Kidnapping,2022114,2022,3,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022114,
Robbery,2022124,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022124,
Murder,2022141,2023,8,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022141,
Kidnapping,2022148,2024,10,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022148,
Murder,2022174,2023,8,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022174,
Murder,2022191,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022191,
Robbery,2022245,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022245,
Violence,2022258,2024,4,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022258,
Rape,2022270,2022,10,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022270,
Violence,2022290,2023,4,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022290,
Drink and Drive,2022291,2023,12,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022291,
Suicide,2022359,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022359,
Violence,2022410,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022410,
Murder,2022450,2023,9,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022450,
Violence,2022479,2022,7,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022479,
Murder,2022517,2024,4,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022517,
Violence,2022520,2022,8,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022520,
Kidnapping,2022523,2022,4,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022523,
Kidnapping,2022527,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022527,
Kidnapping,2022536,2023,5,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022536,
Suicide,2022563,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022563,
Rape,2022622,2023,6,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022622,
Suicide,2022630,2023,2,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022630,
Kidnapping,2022639,2023,9,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022639,
Murder,2022693,2022,5,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022693,
Robbery,2022695,2022,7,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022695,
Kidnapping,2022710,2022,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022710,
Rape,2022731,2022,11,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022731,
Suicide,2022773,2022,6,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022773,
Suicide,2022784,2022,11,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022784,
Suicide,2022785,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022785,
Suicide,2022787,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022787,
Kidnapping,2022796,2023,6,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022796,
Suicide,2022821,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022821,
Kidnapping,2022851,2022,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022851,
Suicide,2022885,2022,6,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022885,
Kidnapping,2022893,2023,2,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022893,
Suicide,2022895,2024,3,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022895,
Violence,2022903,2022,5,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022903,
Murder,2022938,2024,6,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022938,
Drink and Drive,2022947,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022947,
Murder,2022948,2022,12,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022948,
Murder,2022964,2022,5,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2022964,
Violence,2023057,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023057,
Kidnapping,2023084,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023084,
Rape,2023110,2024,8,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023110,
Suicide,2023128,2022,5,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023128,
Kidnapping,2023138,2022,7,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023138,
Robbery,2023145,2022,10,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023145,
Kidnapping,2023157,2022,10,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023157,
Drink and Drive,2023170,2022,10,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023170,
Violence,2023175,2022,2,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023175,
Kidnapping,2023185,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023185,
Drink and Drive,2023239,2023,5,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023239,
Rape,2023266,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023266,
Murder,2023281,2024,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023281,
Rape,2023374,2023,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023374,
Kidnapping,2023390,2024,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023390,
Kidnapping,2023393,2022,9,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023393,
Violence,2023410,2024,4,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023410,
Violence,2023423,2024,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023423,
Violence,2023453,2023,2,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023453,
Rape,2023467,2022,8,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023467,
Murder,2023522,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023522,
Suicide,2023540,2025,1,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023540,
Drink and Drive,2023608,2022,3,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023608,
Rape,2023624,2022,8,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023624,
Murder,2023645,2023,5,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023645,
Rape,2023691,2024,5,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023691,
Robbery,2023704,2022,7,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023704,
Murder,2023718,2022,10,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023718,
Robbery,2023723,2024,8,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023723,
Murder,2023743,2023,10,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023743,
Murder,2023777,2022,2,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023777,
Suicide,2023778,2024,4,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023778,
Robbery,2023779,2022,2,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023779,
Drink and Drive,2023780,2022,7,1061,Solved,Suresh Pandey,Inspector,Malad,PS021,2023780,
Suicide,2023803,2022,12,1061,Unsolved,Suresh Pandey,Inspector,Malad,PS021,2023803,
Drink and Drive,2023845,2022,3,1061,Unsolved,Suresh Pandey,Inspector,Malad,PS021,2023845,
Rape,2023917,2025,1,1061,Unsolved,Suresh Pandey,Inspector,Malad,PS021,2023917,
Rape,2023952,2023,2,1061,Unsolved,Suresh Pandey,Inspector,Malad,PS021,2023952,
Violence,2023953,2025,1,1061,Unsolved,Suresh Pandey,Inspector,Malad,PS021,2023953,
Drink and Drive,2023971,2022,6,1061,Unsolved,Suresh Pandey,Inspector,Malad,PS021,2023971,
Robbery,2023973,2025,1,1061,Unsolved,Suresh Pandey,Inspector,Malad,PS021,2023973,
Murder,2023978,2025,1,1061,Unsolved,Suresh Pandey,Inspector,Malad,PS021,2023978,
Rape,2023980,2024,8,1061,Unsolved,Suresh Pandey,Inspector,Malad,PS021,2023980,
Drink and Drive,2023991,2023,12,1061,Unsolved,Suresh Pandey,Inspector,Malad,PS021,2023991,
Suicide,2022014,2023,2,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022014,
Suicide,2022017,2024,9,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022017,
Murder,2022049,2023,2,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022049,
Drink and Drive,2022065,2024,3,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022065,
Violence,2022093,2022,3,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022093,
Kidnapping,2022107,2023,9,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022107,
Murder,2022155,2023,11,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022155,
Suicide,2022323,2025,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022323,
Violence,2022335,2022,8,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022335,
Murder,2022354,2022,8,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022354,
Rape,2022370,2023,3,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022370,
Robbery,2022372,2023,5,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022372,
Rape,2022378,2025,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022378,
Violence,2022396,2023,3,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022396,
Rape,2022399,2022,4,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022399,
Robbery,2022433,2025,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022433,
Kidnapping,2022463,2024,8,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022463,
Kidnapping,2022478,2025,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022478,
Kidnapping,2022541,2023,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022541,
Rape,2022558,2024,6,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022558,
Robbery,2022594,2023,12,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022594,
Violence,2022616,2022,5,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022616,
Drink and Drive,2022703,2025,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022703,
Robbery,2022709,2023,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022709,
Suicide,2022743,2025,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022743,
Kidnapping,2022774,2025,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022774,
Rape,2022777,2023,4,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022777,
Suicide,2022800,2023,4,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022800,
Violence,2022808,2024,10,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022808,
Drink and Drive,2022826,2022,4,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022826,
Violence,2022837,2024,2,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022837,
Murder,2022853,2022,5,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022853,
Robbery,2022868,2025,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022868,
Robbery,2022888,2023,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022888,
Violence,2022958,2023,7,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022958,
Suicide,2022963,2025,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022963,
Murder,2022969,2024,11,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022969,
Robbery,2022985,2025,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2022985,
Kidnapping,2023055,2024,7,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023055,
Violence,2023077,2025,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023077,
Murder,2023106,2024,4,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023106,
Kidnapping,2023151,2024,12,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023151,
Suicide,2023166,2024,8,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023166,
Drink and Drive,2023189,2024,7,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023189,
Drink and Drive,2023243,2023,6,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023243,
Murder,2023252,2023,6,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023252,
Murder,2023259,2024,8,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023259,
Drink and Drive,2023375,2023,6,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023375,
Murder,2023404,2023,3,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023404,
Rape,2023428,2022,4,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023428,
Drink and Drive,2023459,2023,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023459,
Murder,2023561,2025,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023561,
Drink and Drive,2023576,2025,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023576,
Violence,2023593,2024,5,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023593,
Violence,2023609,2023,7,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023609,
Suicide,2023629,2024,2,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023629,
Suicide,2023647,2024,5,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023647,
Murder,2023747,2023,2,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023747,
Suicide,2023760,2023,4,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023760,
Violence,2023763,2022,12,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023763,
Rape,2023764,2022,7,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023764,
Rape,2023766,2023,2,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023766,
Murder,2023785,2025,1,1031,Solved,Nilesh Khot,Inspector,Mira Road,PS011,2023785,
Suicide,2023859,2025,1,1031,Unsolved,Nilesh Khot,Inspector,Mira Road,PS011,2023859,
Robbery,2023899,2023,1,1031,Unsolved,Nilesh Khot,Inspector,Mira Road,PS011,2023899,
Drink and Drive,2023926,2024,9,1031,Unsolved,Nilesh Khot,Inspector,Mira Road,PS011,2023926,
Suicide,2023934,2024,12,1031,Unsolved,Nilesh Khot,Inspector,Mira Road,PS011,2023934,
Robbery,2023935,2022,11,1031,Unsolved,Nilesh Khot,Inspector,Mira Road,PS011,2023935,
Robbery,2023949,2023,3,1031,Unsolved,Nilesh Khot,Inspector,Mira Road,PS011,2023949,
Violence,2023970,2025,1,1031,Unsolved,Nilesh Khot,Inspector,Mira Road,PS011,2023970,
Robbery,2022006,2024,12,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022006,
Rape,2022040,2022,4,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022040,
Rape,2022059,2022,12,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022059,
Drink and Drive,2022078,2025,1,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022078,
Violence,2022152,2025,1,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022152,
Violence,2022210,2025,1,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022210,
Kidnapping,2022212,2024,8,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022212,
Violence,2022284,2024,8,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022284,
Murder,2022293,2025,1,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022293,
Suicide,2022313,2022,3,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022313,
Kidnapping,2022337,2025,1,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022337,
Suicide,2022341,2024,6,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022341,
Kidnapping,2022365,2023,12,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022365,
Drink and Drive,2022409,2023,9,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022409,
Violence,2022411,2023,1,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022411,
Murder,2022444,2025,1,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022444,
Murder,2022469,2022,5,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022469,
Suicide,2022504,2023,8,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022504,
Drink and Drive,2022522,2022,7,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022522,
Kidnapping,2022565,2023,3,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022565,
Suicide,2022567,2025,1,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022567,
Drink and Drive,2022583,2022,1,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022583,
Drink and Drive,2022611,2024,7,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022611,
Drink and Drive,2022646,2022,2,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022646,
Suicide,2022654,2023,8,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022654,
Murder,2022664,2022,1,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022664,
Suicide,2022673,2024,7,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022673,
Rape,2022677,2023,9,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022677,
Violence,2022728,2022,10,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022728,
Violence,2022761,2022,12,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022761,
Murder,2022764,2024,9,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022764,
Drink and Drive,2022782,2024,4,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022782,
Drink and Drive,2022807,2025,1,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022807,
Rape,2022819,2023,12,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022819,
Suicide,2022846,2025,1,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022846,
Kidnapping,2022848,2025,1,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022848,
Kidnapping,2022849,2024,8,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022849,
Suicide,2022902,2024,11,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022902,
Robbery,2022905,2025,1,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022905,
Kidnapping,2022922,2022,9,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022922,
Rape,2022929,2025,1,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022929,
Drink and Drive,2022981,2022,4,1052,Solved,Rajiv Menon,Inspector,Mulund,PS018,2022981,
